회수,단어,빈도수
제284회[정례회] (2018.11.01 ~ 2018.12.20),거짓,11.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),오른손,10.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),서문,11.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),낭독,15.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),기립,5.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),서명,5.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),날인,6.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),직접,112.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),본인,53.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),소관,86.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),양심,7.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),보탬,7.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),그대로,59.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),진술,5.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),맹세,5.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),특별시,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),총무,43.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),정실,20.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),이석,9.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),간부,49.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),소개,52.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),장인,31.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),김경,59.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),인구,84.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),부위,126.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),임기,23.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),래서,2.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),평소,8.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),성원,6.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),대하,17.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),진심,13.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),일관,9.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),마음가짐,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),바탕,4.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),걸음,2.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),주인공,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),배움,9.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),아침,24.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),거듭,3.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),다해,30.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),밑거름,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),깊이,18.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),나은,6.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),양질,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),김원,7.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),성연,4.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),박건호,31.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),박혜자,47.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),평생,178.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),장석윤,4.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),김현철,9.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),이민,13.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),이연주,5.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),무과,19.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),민호,5.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),안전,444.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),황현,6.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),예산,756.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),임찬식,3.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),양주,2.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),노사,24.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),서경수,5.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),정혜,12.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),유아교육,222.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),초등교육,45.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),강연,14.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),중등교육,51.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),송재,8.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),임광,5.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),평생교육,71.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),정영철,11.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),박광훈,2.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),한창화,5.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),성남,6.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),교육재정,28.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),한규하,8.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),정보화,14.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),이병호,7.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),추진단,50.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),교육장,93.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),윤석,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),이용환,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),선종,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),북부,8.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),김병오,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),중부,2.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),이재관,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),강동,10.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),송파,5.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),심금,5.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),강서,31.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),양천,20.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),이윤복,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),강남,28.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),서초,9.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),민병,3.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),동작,29.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),관악,36.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),윤오영,4.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),광진,12.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),장석,6.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),성북,33.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),강북,38.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),주시,190.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),고령화,2.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),학령,8.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),산업혁명,10.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),양극화,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),직면,3.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),머리,8.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),나가야,18.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),능동,5.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),안착,10.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),함양,11.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),사고력,3.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),창의력,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),신장,19.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),매진,3.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),유학,6.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),기제,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),교육과정,108.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),본질,15.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),자율,52.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),지식,23.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),습득,2.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),지성,4.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),감성,7.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),인성,19.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),가기,17.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),다중,2.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),도제,4.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),자치구,82.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),학벌,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),주의,24.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),극복,8.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),성공시대,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),전성,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),국제화,4.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),해외,11.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),탐색,8.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),캠퍼스,2.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),학점,10.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),고가,7.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),우뚝,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),도록,22.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),명의,38.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),소외,18.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),정의,15.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),차등,30.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),표현,26.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),증진,10.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),학교폭력,73.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),온라인,6.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),다문화,68.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),밀집,6.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),거점,8.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),학업,87.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),발판,2.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),복귀,8.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),불평등,6.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),촉진,7.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),바람,21.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),다변,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),잡화,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),생명,7.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),날로,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),학부모,226.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),감수성,15.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),부응,9.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),보편,17.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),복지,62.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),급식,245.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),품질,6.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),무상급식,64.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),일상생활,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),원리,2.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),공존,5.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),상생,6.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),자기결정권,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),교복,12.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),두발,3.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),맥락,4.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),모델,19.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),질적,11.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),도약,2.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),협치,5.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),교육활동,29.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),공원,2.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),확장,6.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),선도,37.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),책임감,6.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),정상화,19.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),통한,30.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),감축,16.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),축소,14.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),애정,8.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),막중,2.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),개개인,6.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),외벽,7.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),캐치프레이즈,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),플래카드,2.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),창의성,6.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),다양성,11.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),진전,2.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),누군가,9.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),연탄,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),시인,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),구절,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),불씨,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),국별,4.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),이내,28.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),계시,81.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),김수,39.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),사립학교,109.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),부적정,9.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),권순선,44.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),상세,23.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),분장,21.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),편람,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),조상호,93.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),노동조합,8.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),임자,12.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),근로시간,11.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),면제,11.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),산정,4.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),여명,46.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),상기,56.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),양민,51.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),구별,10.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),매뉴얼,48.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),진척,3.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),유미,35.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),순서,30.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),날씨,4.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),청명,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),교육비,12.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),거기,460.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),슬로건,2.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),그거,115.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),워드,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),정말,181.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),매력,6.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),정규,14.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),이수,13.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),자동,2.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),체득,2.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),리라,11.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),충실,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),기하,7.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),신지,13.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),고요,252.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),학종,2.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),비교,42.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),융해,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),그게,249.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),재적,3.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),외부,101.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),작동,4.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),임시회,9.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),그다음,576.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),진정,2.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),실질,85.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),결과물,5.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),도출,3.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),강구,17.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),며칠,25.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),도봉,4.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),노원,7.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),자발,11.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),동아리,13.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),바깥,5.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),최대한,53.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),압축,3.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),기기,9.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),다다,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),음주,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),다음주,4.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),결합,21.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),중복,22.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),지평,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),지점,20.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),계해,18.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),전개,6.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),어차피,28.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),구체화,3.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),연설,3.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),얘기,622.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),밀착,3.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),바퀴,3.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),가야,31.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),트랙,4.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),민주주의,2.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),교육제도,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),실행,41.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),돌리시,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),내야,5.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),의문,23.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),체적,15.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),난무,2.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),과거,27.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),원래,64.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),불공정,4.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),도대체,13.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),일맥상통,2.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),듭니,64.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),아마,191.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),여백,4.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),한번,259.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),조화,6.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),조직개편,30.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),해법,3.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),연관,16.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),후반,2.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),통감,3.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),한계,41.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),기피,4.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),부모,37.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),증폭,1.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),돌파,2.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),견인,2.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),해석,6.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),출발,5.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),일종,7.0
제284회[정례회] (2018.11.01 ~ 2018.12.20),도전,6.0
