회수,단어,빈도수
제298회[정례회](2020.11.02 ~ 2020.12.22),특허공법,1.0
제298회[정례회](2020.11.02 ~ 2020.12.22),관계법,1.0
제298회[정례회](2020.11.02 ~ 2020.12.22),석면안전관리법,1.0
제298회[정례회](2020.11.02 ~ 2020.12.22),합리화법,2.0
제298회[정례회](2020.11.02 ~ 2020.12.22),시공법,1.0
제298회[정례회](2020.11.02 ~ 2020.12.22),건축법,4.0
제298회[정례회](2020.11.02 ~ 2020.12.22),회계법,1.0
제298회[정례회](2020.11.02 ~ 2020.12.22),안전법,1.0
제298회[정례회](2020.11.02 ~ 2020.12.22),내진보강공법,1.0
제298회[정례회](2020.11.02 ~ 2020.12.22),상위법,2.0
제298회[정례회](2020.11.02 ~ 2020.12.22),공공감사법,1.0
제298회[정례회](2020.11.02 ~ 2020.12.22),설계공법,2.0
제298회[정례회](2020.11.02 ~ 2020.12.22),흙막이공법,3.0
제298회[정례회](2020.11.02 ~ 2020.12.22),비법,3.0
제298회[정례회](2020.11.02 ~ 2020.12.22),지방교육재정교부금법,1.0
제298회[정례회](2020.11.02 ~ 2020.12.22),교부금법,1.0
제298회[정례회](2020.11.02 ~ 2020.12.22),지방재정교부금법,1.0
제298회[정례회](2020.11.02 ~ 2020.12.22),개인정보법,2.0
제298회[정례회](2020.11.02 ~ 2020.12.22),예산회계법,1.0
제298회[정례회](2020.11.02 ~ 2020.12.22),하위법,1.0
제298회[정례회](2020.11.02 ~ 2020.12.22),선거법,1.0
