회의록구분,대수,회의구분,위원회,회수,피감사기관,회의일자,발언자,발언순번,발언내용,기관구분
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,장인홍 위원,7186,그런 사항은 알고 계세요?,위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,교육정책국장 윤오영,7187,방과후 보조인력을 여러 가지 필요로 하는데 필요로 하는 것에 비해서 우리가 정식으로 노동자로 하게 되면 그런 어려움들이 있다는 것은 알고 있고요. 어떻게든 해결해야 되는 것은 맞습니다. 해결하는 방안을 방과후 전반에 대한 것과 함께 논의해 보도록 하겠습니다.,교육정책국장
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,장인홍 위원,7188,"제가 오늘 질의한 것을 정리해서 말씀드리겠습니다. 일단 아까 데이터 정확하게 해 주시고요. 그다음에 저에게 자료제출 요구에 대한 답과 관련한 경위를 파악해 주시고, 아까 제가 자료요구한 것 정확하게 해 주시고요. 그다음에 우열반 편성과 관련한 15개 학교에 대한 정확한 처리 당부드리고, 방과후 실무사, 코디 이 부분들과 관련해서 노동법과 관련한 정확한 검토 이런 것들이 필요하다 이런 말씀을 드렸습니다. 잘 검토하시고 조치해 주시기 바랍니다. 이상입니다.",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,교육정책국장 윤오영,7189,알겠습니다.,교육정책국장
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,위원장 김생환,7190,장인홍 부위원장님 수고 많으셨습니다. 이어서 김경자(양천) 위원님 질의하여 주시기 바랍니다.,위원장
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,김경자(양천),7191,"김경자(양천) 위원입니다. 제가 어제 질의하다가 질의시간 때문에 말씀이 길어져서 중간에 끝냈습니다만 자사고 사배자 전형 비율이 10% 이내인 데가 대부분입니다. 이 부분 어떻게 하실 것입니까? 어제 제가 말씀드린 대로 근거로 제시해 주신 자사고 지정 협의에 관한 교육부 훈령은 2017년 2월까지 법률효력이 끝났습니다. 그리고 뒤에 매뉴얼로 제출해 주신 것은 교육부의 연구자료 매뉴얼이에요. 그러면 제가 어제도 말씀드렸습니다만 초ㆍ중등교육법 시행령이 개정되지 않은 상황에서 자사고 안에서 교육기회의 균등한 제공을 위해서, 공공성 확보를 위해서 법령에 명문화되어 있는 20% 사배자 조항을 이번에 입학전형이 진행되고 있어요. 어떻게 진행하실 예정인가요, 이 부분?",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,교육정책국장 윤오영,7192,일단 금년에는 어쨌든 위원님께서 교육부 연구자료라고 말씀하시는데 저희는 그것을 교육부 지침으로 해석해서 그것대로 승인을 해 준 상황입니다. 현 상황에서 그렇게 승인을 해 줬기 때문에 금년도에…….,교육정책국장
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,김경자(양천),7193,"그러면 국장님, 죄송합니다만 그렇게 유권해석을 해서 직권을 남용하는 승인을 해 준 사람을 책임추궁을 해야 되는 것 아닌가요? 왜 이런 유권해석을 합니까? 지금 서울시교육청 장학사 중에도 학부모가 있다는 얘기도 있어요.",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,교육정책국장 윤오영,7194,장학사 중에 자사고 학부모가 있겠지요.,교육정책국장
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,김경자(양천),7195,"자사고가 아니고 하나고도 있습니다. 다른 자사고도 많고요. 이해당사자들이 행정을 하면서 법령에 근거가 없는 혜택을 주는 승인을 해 준 문제에 대해서 담당들을 어떤 문책을 해야 될 것 아닙니까? 법령에 없는 것을 지금 특혜를 주고 있어요. 그 근거로 회의에서 제시했던 것이 자사고의 재정 문제였습니다. 사회적 배려자는 국비에서 사회보장법이나 한부모가족지원법 등에 의해서 수업료, 급식비, 자기부담 학습비를 다 주지만 현재 재무제표에서 나타나고 있는 하나고의 경우 학부모 부담이 1,570이에요. 서울시교육청에서 보장법에 의해서 주는 것까지 하고 본인들이 교육청에 신청할 때 서류에 따르면 연간 학비가 2,000만 원이 넘어요. 그러면 실제로 승인된 학비보다 더 많은 돈을 받아야 되는데 사배자한테 못 받을까봐 사배자를 제외하는 것 아닙니까? 그런데 그것을 서울시교육청이 승인해 줍니까? 그것을 진행하신 책임자들 책임문책 해야지요.",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,교육정책국장 윤오영,7196,"그러니까 2014년 2월에 이렇게 됐거든요, 교육부의 지정 협의 훈령이 나오면서. 그러면서 그것이 사실은 위원님 말씀하시는 연구자료라는, 저희는 그것을 지침으로 생각하고 있는 그런 생각의 차이가 있습니다만 그것에 의해서 지금 현재 그렇게 됐고요. 그래서 올해까지는 지침으로 생각한 그 부분이 그렇게 됐기 때문에…….",교육정책국장
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,김경자(양천),7197,"그러면 말씀하신 이 훈령의 효력은 2017년 2월 28일까지로 한다는 조항은 어떻게 됩니까? 그 법의 효력은 이미 끝났습니다, 2월 27일에. 그러면 자사고의 입학정원을 승인한 것은 올해 늦게까지 제일 최종 마지노선이 8월이었지요?",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,교육정책국장 윤오영,7198,"네, 8월 중순이었습니다.",교육정책국장
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,김경자(양천),7199,해당 훈령조차도 그것은 입학전형에 관한 훈령도 아니고 재지정협의에 관한 훈령이었어요.,위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,교육정책국장 윤오영,7200,사실은 그때는 훈령보다도 그것에 따라서 만들어지는 교육부의 저희가 생각하는 지침 그것에 따라서 올해 그것을 했고요. 최근에 그것을 파악해서 법률자문을 해 본 결과를 잠깐 말씀드리면…….,교육정책국장
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,김경자(양천),7201,"그러면 교육부의 여러 연구자료 중에 2,000만 원이 넘는 학비가 들어가는 이런 학교들을 폐지해야 된다는 연구자료는 왜 서울시교육청이 인용을 안 하십니까?",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,교육정책국장 윤오영,7202,그것은 연구자료가 아니라…….,교육정책국장
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,김경자(양천),7203,"여기 제목에 써 있어요, 연구자료라고. 연구자료 매뉴얼 안이라고요. 연구자료 매뉴얼을 갖다 놓고서 그것을 승인조건의 근거로 제시하십니까, 얼마나 많은 연구자료가 교육부에서 나오는데? 이해당사자들이 청에 있다 보니까 그 사람들이 교육부하고 한번 회의한 내용을 학교 승인해 주는, 입학전형 승인해 주는 원칙으로 삼으신 것 아닙니까? 그러면 이런 실수를 하신 분들을 문책해야 다음에 이런 일을 안 하지요. 누가 책임질 겁니까, 이런 것은? 우리 사회의 소외된 사람들을 위해서 사배자 전형을 법령으로 정해 놨는데 그것을 서울시교육청 테이블에서 유예해 줬어요. 그것은 누가 책임지실 겁니까? 누군가는 책임을 져야 또 이렇게 안 하지요. 그 부분에 대해서 그렇게 진행하신 책임자들 반드시 문책해 주십시오.",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,교육정책국장 윤오영,7204,아까 말씀드리다 말았습니다만 법률자문을 최근에 해 본 결과 훈령이 올해 ′17년 2월 28일로 종료가 되지만 그 훈령 자체가 지정 협의에 대한 훈령이기 때문에 지정 협의에 대해서 재지정된 기간 동안은 그것을 유지해야 된다는 그런 법률자문도 얻었습니다.,교육정책국장
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,김경자(양천),7205,"지정 협의에 관한 것을 그렇게 했기 때문에 그러면 지정 협의를 앞으로, 그리고 현재 재학 중인 사배자 수를 보면 10%도 안 되는 학교도 부지기수입니다, 23개교 중에.",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,교육정책국장 윤오영,7206,"네, 그렇습니다.",교육정책국장
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,김경자(양천),7207,지도감독 하나도 안 하는 거잖아요?,위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,교육정책국장 윤오영,7208,지도감독을 안 하는 게 아니라…….,교육정책국장
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,김경자(양천),7209,"그러면 그렇게 한 학교에 대해서 정원감축 하셔야지요, 오히려 승인해 줄 때. 10%도 안 되는 학교들을 그냥 놔둡니까? 서울시교육청이 이래서 영이 서겠어요? 법을 위반하고 승인해 준 것도 모자라서 그 10%조차 대부분의 학교가 지키지 않고 있는 것도…….",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,교육정책국장 윤오영,7210,그런데 지키지 않는 것은 학교에서 어떻게 하는 것이 아니라 학생들이 지원을 적게 하기 때문에 그렇지 않겠습니까? 물론 학교에서 좀 더 적극적으로 사배자 학생들을 유치할 수 있도록 노력을 해야 되고 또 사배자 학생들이 들어왔을 때 그 학생들이 잘 적응할 수 있도록 여러 가지 프로그램들을 해야 되는데 그런 부분이 미흡하기 때문인지 어쨌든 그렇기 때문에요…….,교육정책국장
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,김경자(양천),7211,"의무조항 20%가 선택조항이 아닙니다. 할 수 있다가 아니에요, 하여야 한다지.",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,교육정책국장 윤오영,7212,학생들이 원서를 냈을 때는 그 % 안에서 뽑아야 되는 거지만 학생들이 원서를 내지 않는 상황에서 그것을 지키기는 어렵지 않습니까? 그래서 미달상태로 그냥 두는 거지요.,교육정책국장
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,김경자(양천),7213,"적극적으로 알리지 않은 거고요. 여기 기준에 보면 작년에 서울시교육청이 장애인들의 경우에도 자사고가 2%를 입학시키도록 하겠다고 그랬는데 사실상 장애인들 거의 입학 안 시키고 있습니다, 현장에서는. 허울 좋은 슬로건만 맨날 들고 흔들면 뭐합니까? 해당 정책이 지켜지도록 하고 교육의 기회균등 차원에서 법으로 못 박아 놓은 조항조차도 이렇게 근거 없는 조항으로 해서 허용해 주시고요. 그리고 또 하나고등학교의 현재 교장, 교감이 몇 년째 직무대행입니다. 교감연수조차 안 받으신 분이 몇 년째 교감을 하고 계시고, 교장연수도 안 받으시고 자격도 안 되는 분이 몇 년째 교장직무대행을 하세요. 이번에 국감에서도 문제가 됐더라고요.",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,교육정책국장 윤오영,7214,′16년 3월부터 하고 있습니다.,교육정책국장
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,김경자(양천),7215,"′16년 3월부터 ′17년 지금까지 교장, 교감이 다 직무대행이에요. 연수 대상조차 안 되는 분들이에요. 하물며 어떤 분은 학교폭력사건 났을 때 담임이었고요, 언론의 논란이 됐던. 그러면 연수 대상이 될 수도 없는 거고요. 현 교장은 처음에 서울시 감사 결과 파면 대상이었습니다. 판결이 나올 때까지 교장직무대행 하도록 서울시교육청이 승인해 주고 있는 거잖아요, 암묵적으로. 그리고 심지어는 파면 대상이었던 교사가 이사 승인을 하는데 그것을 또 승인해 줍니까? 서울시교육청이 사학의 비리라든지 파면 결정을 낸 배경에는 교사 채용에 대한 부적절 문제 이런 것은 다 인정된 것입니다, 공개전형절차를 거치지 않고 교사 채용하고 이런 것. 그런데 그런 내용들을 그냥 학교가 교육청이 파면하라 그래도 견책 결정하고 계속 교장직무대행하고 있고, 그렇게 나가서 결정됐던 분이 이사승인 요청을 하면 서울시교육청이 또 승인을 해 줍니까?",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,교육정책국장 윤오영,7216,교장직무대행의 경우는 직무대리를 하는 것을 법인에서 인사권을 가지고 있기 때문에 그것을 지금 저희가 취소시킬 수는 없고요.,교육정책국장
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,김경자(양천),7217,"그러면 정원감축을 하셔야지요. 입학정원 승인하실 때 그렇게 말을 안 듣는 것에 대해서 교육청이 할 수 있는 것은 법률적인 절차도 있지만 정원감축할 수 있어요. 그런데 그것은 고사하고 사배자를 일반전형으로, 그것도 남학생으로만 다 뽑게 승인을 해 줍니까? 사배자 전형 대신 뽑은 것 100% 남학생이에요, 지금.",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,교육정책국장 윤오영,7218,사배자 남학생이 미달됐기 때문에…….,교육정책국장
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,김경자(양천),7219,"사배자 남학생이 왜 미달되겠습니까? 지금 자사고에서 학교폭력사건 났던 것 지난번에 강남, 그리고 지난번에 학교폭력 났을 때 하나고 건, 피해 학생들 사배자잖아요. 학교 안에서 사배자들을 어떻게 보호하고 아이들이 적응할 수 있을까를 하는 게 아니라 학교가 원하는 대로 흔들려 주고 있는 거잖아요, 감독 당국이.",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,교육정책국장 윤오영,7220,"저희가 사실은 자사고 평가를 할 때 그것이 항목 안에 있거든요, 사배자 인원과 사배자의…….",교육정책국장
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,김경자(양천),7221,"평가에 있어도 원하는 대로 서울시교육청이 다 해 주고 있잖아요, 입 안의 혀처럼. 제가 자사고에 어떤 감정이 있을 사람이 아닙니다. 어떤 한 건에 대해서 들여다보니까 어떤 시인이 그랬어요, 자세히 보아야 예쁘다, 오래 볼수록 사랑스럽다, 자세히 볼수록 나빠요, 자세히 볼수록 썩었습니다. 아무런 감정도 없는데 이 서류 보다 보면 저 서류가 문제고, 그런데 그 근간에는 서울시교육청이 있습니다. 그렇게까지 해서 서울시교육청이 원하는 대로 징계대상인 사람들이 교장직무대행, 교감직무대행을 하고 이사승인 요청하는 것 다 승인해 주고, 그러면 할 수 있는 게 없다고 그러는데 정원감축 할 수 있잖아요. 그런데 사배자를 일반전형으로 돌려주는 것을 또 승인해 줍니까? 이래가지고 사학이 바로설 수 있겠어요?",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,교육정책국장 윤오영,7222,"저희가 다음 주기가 되면, 평가를 할 다음 주기가 되어서는…….",교육정책국장
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,김경자(양천),7223,다음 주기 5년 뒤에요?,위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,교육정책국장 윤오영,7224,네.,교육정책국장
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,김경자(양천),7225,5년 뒤에 정권 한번 바꿔볼까 하고요? 문제 지적하던 제 블로그에 와서 다음 선거 때 보자고 그럽디다. 문제 지적하는 사람들 제거하고 나서 계속하겠다는 의지지요.,위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,교육정책국장 윤오영,7226,"평가지표를 ′14년, ′15년에 할 때는 사실은 여러 가지 사정, 여러 가지 정황 때문에 교육부에서 나온 것들을 거의 그대로 하게 됐습니다만 이제는 교육부와 협의를 해서 좀 더 자사고 여러 가지 전반적으로, 예를 들어 사배자 문제라든지 사배자의 교육이라든지 이런 부분을 강하게 보고 하도록 할 예정입니다.",교육정책국장
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,김경자(양천),7227,"법률고문도 받으셨다고요, 사배자 전형 그렇게 뽑은 것에 대해서? 지난번에 제가 임직원자녀전형 이렇게 하는 것에 대해서 물어보지도 않았는데 서울시교육청이 합법이라는 법률자문 만들어서 갖고 왔더라고요. 그 당시에 서울시의회 행자위원회에 있으면서 서울시 법무법인 두 군데에다 저희들도 자문을 받고 그것을 근거로 논란을 했었습니다. 그런데 서울시교육청은 시키지도 않았는데, 의뢰도 안 했는데 합법이라는 자문을 내부에서 받아서 이정훈 위원님께 갖다드렸더라고요. 서울시교육청의 입장이 그런 겁니다. 어떤 쪽을 변론하고 싶으냐 하면 그렇게 자사고 쪽을 변론하고 싶은 입장이에요, 끊임없이. 지난번에 재지정 신청하면서 하나고가 제출한 서류에 따르면 2,100만 원이 넘습니다, 학비가. 과연 그것만 들어갈까요, 학교가 공식적으로 공언한 내용만큼만? 지금 제가 재무제표 출력해서 보니까 600만 원 이내여야 되지요. 600만 원 넘습니다, 수업료하고 입학금 제외하고 학교운영지원비가 한 번에 170만 원이에요. 지도감독하고 있는 겁니까, 지금? 아무것도 안 하고 있는 거잖아요. 학교운영위원회 회의록에 보면 재정상 운영비 늘리겠다는 얘기 있더라고요. 그러면 그것 운영위에 보고 들어왔을 때 운영비를 얼마나 증액을 했는지 인상을 했는지 법률의 범위 안에서 했는지 검토해 보셔야 되는 것 아닙니까? 3개월에 한 번씩 170만 원 등록금만 내는 애들이 쉬워요? 귀족이지요. 설립 당시부터 이튼스쿨을 지향하고 설립했어요. 이튼스쿨 저 잘 몰라서 찾아봤습니다. 유럽 영국의 귀족학교라 그러더라고요. 귀족학교입니까, 아닙니까, 1년에 2,100만 원의 공식적인 교육비가 들어가는 학교면? 그러면 공공성 강화라든지 그런 것을 위해서 사배자라든지 장애인이라든지 한부모가족이라든지 국가보훈자라든지 이런 분들 입학하도록 법에서 정해 놓은 것을 왜 임의적으로 유예를 해 주세요? 참 유감입니다, 서울시교육청의 행정에 대해서. 교육감님은 이사 승인해 주신 것 모르더라고요, 첫날 행감 하면서 여쭤봤더니? 그러면서 내부에서 나오는 얘기가 장학사들 중에도 거기 재학생 학부모님들이 계시다, 참 공공성을 책임지고 지도 감독해야 될 서울시교육청의 태도나 방향이 심히 우려되는 바입니다.",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,교육정책국장 윤오영,7228,지금 위원님께서 걱정해 주신 부분들 다시 한 번 잘 살펴서 보도록 하겠습니다.,교육정책국장
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,김경자(양천),7229,그러면 지금 이렇게 승인해 줬기 때문에 현행법상 20% 대통령령을 위배한 것에 대해서 해당 학교들이 앞으로 4년간 10% 이내로 뽑는 것을 놔두겠다는 입장입니까?,위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,교육정책국장 윤오영,7230,"아닙니다. 교육부와 협의해서, 사실 금년에는 요강을 승인해 줬기 때문에 어쩔 수 없고요. 내년부터는 원래 시행령대로 가도록 하는 것을 교육부와 협의해 보겠습니다.",교육정책국장
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,김경자(양천),7231,제가 지금 하나고 요강 보고 있습니다. 여기 입학요강에 사회통합정원 20% 의무선발비율을 유지함 이렇게 입학전형 공고들을 냈어요.,위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,교육정책국장 윤오영,7232,하나고는 올해 그렇게 냈습니다.,교육정책국장
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,김경자(양천),7233,"공고는 이렇게 내놓고 뽑으면서는 사배자 전형을 제외합니다, 일반전형으로 돌리고.",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,교육정책국장 윤오영,7234,올해는 못 그럽니다. 작년에 그렇게 나왔기 때문에 그랬고 올해는 못 그럽니다.,교육정책국장
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,김경자(양천),7235,"하여튼 이런 부분에 대해서 사회소외계층, 교육 받는 아이들이 현장에서 소외되고 혜택을 못 받는 것에 대해서 서울시교육청이 제발 함께 부화뇌동하지 말아 주십시오.",위원
서울특별시의회 회의록,9대,행정사무감사,교육위원회,제277회[정례회] (2017.11.01 ~ 2017.12.20),"교육정책국, 교육연구정보원, 과학전시관, 교육연수원, 유아교육진흥원(2)",2017.11.14 화요일,교육정책국장 윤오영,7236,"네, 그렇게 하겠습니다.",교육정책국장
